10,0.088959,0.000044,269787093.131415,0
10,0.090652,0.000045,264748122.331856,0
10,0.087244,0.000044,275090698.836170,0
10,0.089172,0.000045,269142837.591552,0
10,0.087603,0.000044,273963505.024702,0
10,0.087466,0.000044,274392799.603667,0
10,0.087582,0.000044,274030258.581003,0
10,0.089538,0.000045,268043621.642356,0
10,0.087771,0.000044,273439735.494452,0
10,0.087380,0.000044,274662878.211069,0
10,0.086703,0.000043,276807493.824742,0
10,0.087662,0.000044,273778520.021765,0
10,0.087542,0.000044,274154261.233942,0
10,0.088133,0.000044,272317246.505917,0
10,0.090048,0.000045,266523875.019937,0
10,0.089729,0.000045,267472117.341266,0
10,0.089566,0.000045,267957797.495427,0
10,0.089438,0.000045,268342432.359342,0
10,0.095923,0.000048,250201443.437147,0
10,0.089008,0.000045,269639474.832632,0
