10,0.000094,127763320.322964
20,0.000154,311020553.589177
40,0.000303,633792102.481331
80,0.000810,947772150.554776
160,0.002639,1164258646.652788
320,0.009669,1270863672.823712
640,0.037292,1318044875.456712
