10,0.000116,103276638.102385
20,0.000130,367938160.020215
40,0.000173,1110269988.429859
80,0.000294,2608141355.692010
160,0.001017,3021128666.044796
320,0.002690,4568686689.748592
640,0.012220,4022335124.803207
