10,0.000049,243730638.647392
20,0.000058,830808871.536369
40,0.000062,3072920671.616581
80,0.000098,7872261365.965578
160,0.000314,9792499392.375731
320,0.001017,12086256151.881514
640,0.004381,11220370652.316103
