10,0.000048,250755382.304947
20,0.000066,725775375.696489
40,0.000137,1401616088.169945
80,0.000455,1688320414.697922
160,0.001574,1951323703.634914
320,0.006227,1973396826.879463
640,0.024815,1980728242.825791
