10,0.000121,99105417.515887
20,0.000133,360187544.701948
40,0.000185,1035426745.915749
80,0.000308,2496739507.714327
160,0.001008,3047914597.063907
320,0.002978,4126330757.221018
640,0.011880,4137530217.686912
