max_i,latency,bandwidth
10,0.240869,0.000120,99639185.336569,0
20,0.260552,0.000130,368448786.280763,0
40,0.344702,0.000172,1114005581.916438,0
80,0.871882,0.000436,1761706613.276190,0
160,2.468369,0.001234,2489093354.223687,0
320,6.919846,0.003460,3551524071.676750,0
640,24.331165,0.012166,4040250389.852290,0
