10,0.103815,0.000052,231179875.136860,1
20,0.113939,0.000057,842555586.946602,1
40,0.127335,0.000064,3015671076.106569,1
80,0.207542,0.000104,7400904847.346942,1
160,0.667593,0.000334,9203209310.675953,1
320,2.209566,0.001105,11122545009.336231,1
640,9.647613,0.004824,10189462920.603981,1
