10,0.235044,0.000118,102108446.240918,1
20,0.260591,0.000130,368393963.758991,1
40,0.331586,0.000166,1158070207.970169,1
80,0.813776,0.000407,1887496366.461971,1
160,2.043477,0.001022,3006640410.517012,1
320,5.635499,0.002818,4360927262.238989,1
640,24.291468,0.012146,4046853017.806368,1
