10,0.116134,0.000058,206657785.376125,0
20,0.149136,0.000075,643708171.038411,0
40,0.276264,0.000138,1389973176.558259,0
80,0.942770,0.000471,1629242105.720578,0
160,3.279263,0.001640,1873591472.377200,0
320,12.911613,0.006456,1903402796.181532,0
640,51.118638,0.025559,1923055947.135675,0
